侧滑角α,迎角β,马赫数Ma,来流总压P0,来流静压Ps,P1,P2,P3,P4,P5,P6,P7,α角度系数Kα,β角度系数Kβ,总压系数K0,静压系数Ks,大气压力,大气温度
205.000,40.000,0.243,4151.700,9.217,-2753.617,-2373.583,-1460.717,3678.000,3026.050,-2021.400,460.367,1.111,-1.550,-0.114,-0.187,98907.000,28.000
210.000,40.000,0.243,4153.267,8.850,-2674.283,-2573.100,-1857.017,3443.067,3299.033,-1898.867,384.967,1.123,-1.894,-0.171,-0.172,98910.000,28.000
150.000,45.000,0.241,4084.583,-33.500,-2857.367,-2899.783,2839.383,3434.217,-1845.183,-2993.517,-670.733,1.398,1.595,-0.158,-0.129,98868.000,28.000
155.000,45.000,0.241,4090.217,-30.933,-2651.367,-2994.900,2531.250,3661.517,-1443.533,-2787.483,-542.400,1.348,1.275,-0.104,-0.139,98876.000,28.000
160.000,45.000,0.241,4087.733,-30.783,-2306.750,-2911.017,2201.533,3844.767,-972.600,-2475.083,-361.650,1.302,0.983,-0.059,-0.157,98877.000,28.000
165.000,45.000,0.241,4079.367,-31.617,-2125.650,-2920.733,1824.800,3974.733,-500.767,-2304.767,-227.900,1.269,0.702,-0.025,-0.169,98870.000,28.000
170.000,45.000,0.241,4084.283,-29.900,-2615.367,-3338.633,1337.117,4051.000,-135.767,-2758.867,-259.017,1.249,0.427,-0.008,-0.153,98870.000,28.000
175.000,45.000,0.241,4082.950,-28.250,-2736.467,-3408.450,859.983,4077.833,318.767,-2994.617,-224.833,1.233,0.155,-0.001,-0.150,98873.833,28.000
180.000,45.000,0.241,4090.633,-16.750,-2756.000,-3327.233,371.083,4087.450,804.283,-3024.900,-194.133,1.223,-0.124,-0.001,-0.147,98885.000,28.000
185.000,45.000,0.241,4096.267,-0.117,-2722.050,-2910.000,-117.667,4082.333,1274.950,-2944.633,-198.183,1.222,-0.397,-0.003,-0.141,98896.000,28.000
190.000,45.000,0.242,4109.883,10.400,-2356.267,-2305.383,-534.367,4043.550,1749.333,-2657.100,-157.650,1.223,-0.665,-0.016,-0.146,98920.000,28.000
195.000,45.000,0.242,4105.433,10.633,-2157.833,-2218.767,-986.817,3940.067,2153.450,-2375.550,-188.250,1.230,-0.936,-0.040,-0.140,98916.000,28.000
200.000,45.000,0.242,4107.550,10.467,-2551.750,-2514.000,-1524.050,3781.617,2465.500,-2533.917,-362.167,1.252,-1.205,-0.080,-0.112,98920.000,28.000
205.000,45.000,0.242,4103.517,10.400,-2706.950,-2724.283,-2002.667,3563.817,2761.567,-2585.700,-499.917,1.276,-1.496,-0.132,-0.090,98916.000,28.000
210.000,45.000,0.242,4100.700,8.633,-2819.333,-2888.567,-2394.517,3310.483,3030.783,-2531.650,-614.033,1.312,-1.813,-0.193,-0.076,98913.000,28.000
