侧滑角α,迎角β,马赫数Ma,来流总压P0,来流静压Ps,P1,P2,P3,P4,P5,P6,P7,α角度系数Kα,β角度系数Kβ,总压系数K0,静压系数Ks,大气压力,大气温度
330.000,40.000,0.243,4151.683,-7.333,3520.550,-1775.283,-3505.250,-3385.233,-2302.683,3113.917,424.300,1.074,-2.325,-0.250,-0.148,98892.000,28.000
270.000,45.000,0.241,4067.233,-27.600,-1900.117,-2943.433,-2958.683,-2438.717,3188.217,3311.400,-208.733,1.320,1.908,-0.185,-0.164,98875.000,28.000
275.000,45.000,0.241,4062.367,-27.233,-1333.267,-2665.250,-2780.967,-2840.550,2660.000,3683.450,-204.817,1.287,1.322,-0.093,-0.169,98880.000,28.000
280.000,45.000,0.240,4060.500,-28.217,-763.600,-2678.167,-2763.983,-3168.083,2047.233,3919.417,-258.883,1.275,0.858,-0.035,-0.164,98879.000,28.000
285.000,45.000,0.240,4059.050,-33.033,-205.750,-2919.667,-2764.567,-3429.867,1383.233,4027.367,-340.250,1.270,0.462,-0.008,-0.152,98888.000,28.000
290.000,45.000,0.240,4054.833,-24.783,318.050,-3313.700,-2884.867,-3686.500,690.700,4051.433,-466.583,1.274,0.105,-0.001,-0.130,98887.000,28.000
295.000,45.000,0.240,4059.267,-24.800,815.917,-3441.483,-3030.767,-3842.167,28.800,4047.583,-584.600,1.278,-0.217,-0.003,-0.109,98892.000,28.000
300.000,45.000,0.240,4055.900,-18.383,1293.500,-3369.800,-3036.583,-3713.883,-557.300,4003.233,-653.317,1.281,-0.509,-0.013,-0.095,98887.000,28.000
305.000,45.000,0.240,4057.900,-8.333,1747.033,-3139.150,-2879.833,-3122.500,-1017.117,3912.983,-648.100,1.286,-0.779,-0.036,-0.092,98905.000,28.000
310.000,45.000,0.241,4067.050,1.933,2170.750,-2838.850,-2661.933,-2764.383,-1374.750,3784.083,-601.100,1.295,-1.047,-0.070,-0.097,98916.667,28.000
315.000,45.000,0.241,4068.750,3.783,2509.850,-2830.033,-2942.933,-3026.533,-1848.383,3602.800,-666.617,1.305,-1.332,-0.115,-0.080,98918.000,28.000
320.000,45.000,0.241,4068.667,8.833,2825.383,-2755.683,-3226.517,-3273.550,-2267.100,3386.600,-692.433,1.313,-1.639,-0.168,-0.067,98922.000,28.000
325.000,45.000,0.241,4066.917,9.117,3120.850,-2557.767,-3443.117,-3375.533,-2613.233,3154.600,-658.400,1.314,-1.977,-0.225,-0.060,98920.000,28.000
330.000,45.000,0.241,4063.333,1.700,3382.467,-2276.750,-3635.800,-3418.183,-2923.217,2874.583,-599.350,1.313,-2.384,-0.293,-0.056,98914.000,28.000
