侧滑角α,迎角β,马赫数Ma,来流总压P0,来流静压Ps,P1,P2,P3,P4,P5,P6,P7,α角度系数Kα,β角度系数Kβ,总压系数K0,静压系数Ks,大气压力,大气温度
10.000,35.000,0.242,4096.900,-33.000,3927.767,1970.150,-2249.350,-3200.283,-3144.050,38.700,1497.683,0.831,-0.661,-0.041,-0.251,98892.000,28.000
15.000,35.000,0.242,4102.750,-30.317,3847.317,2349.733,-2044.150,-3236.717,-3218.533,-399.817,1453.633,0.833,-0.957,-0.062,-0.243,98894.000,28.000
20.000,35.000,0.242,4099.167,-32.800,3722.667,2682.067,-1840.983,-3287.133,-3288.933,-817.600,1395.150,0.834,-1.254,-0.091,-0.234,98888.000,28.000
25.000,35.000,0.242,4098.667,-33.900,3552.033,2986.733,-1615.083,-3328.933,-3356.300,-1219.883,1332.450,0.832,-1.576,-0.132,-0.222,98889.000,28.000
30.000,35.000,0.242,4097.767,-30.983,3341.933,3248.783,-1358.217,-3331.633,-3391.650,-1588.633,1275.017,0.823,-1.926,-0.183,-0.209,98891.000,28.000
330.000,40.000,0.242,4123.967,-7.083,3499.450,-1766.067,-3460.933,-3362.733,-2290.867,3095.183,418.233,1.087,1.715,-0.151,-0.163,98905.000,28.000
335.000,40.000,0.242,4120.267,-21.417,3706.700,-1405.400,-3406.033,-3313.700,-2582.450,2775.917,483.483,1.067,1.384,-0.100,-0.171,98894.000,28.000
340.000,40.000,0.242,4116.583,-30.250,3869.250,-988.467,-3380.483,-3278.983,-2830.917,2416.533,551.533,1.052,1.079,-0.060,-0.179,98882.833,28.000
345.000,40.000,0.242,4116.450,-25.750,3991.050,-531.500,-3364.567,-3267.083,-3036.900,2025.583,621.900,1.039,0.788,-0.030,-0.187,98887.000,28.000
350.000,40.000,0.242,4122.650,-32.133,4066.633,-45.917,-3300.967,-3254.350,-3219.550,1596.100,678.283,1.029,0.499,-0.013,-0.194,98883.000,28.000
355.000,40.000,0.242,4123.750,-27.200,4100.350,450.583,-3197.617,-3228.817,-3377.033,1134.100,711.850,1.024,0.207,-0.006,-0.197,98881.000,28.000
0.000,40.000,0.242,4124.417,-31.950,4104.417,940.050,-3074.133,-3215.683,-3489.183,650.200,731.967,1.019,-0.088,-0.005,-0.199,98884.000,28.000
5.000,40.000,0.242,4123.967,-32.183,4095.833,1416.800,-2911.867,-3233.300,-3582.633,150.467,705.267,1.024,-0.382,-0.007,-0.196,98881.000,28.000
10.000,40.000,0.242,4123.450,-30.317,4053.633,1862.350,-2749.567,-3335.850,-3658.517,-351.067,653.233,1.031,-0.671,-0.017,-0.189,98884.000,28.000
15.000,40.000,0.242,4128.017,-30.767,3965.667,2271.050,-2559.700,-3430.217,-3688.133,-834.183,578.117,1.043,-0.956,-0.039,-0.180,98880.000,28.000
20.000,40.000,0.242,4129.333,-28.400,3828.350,2641.633,-2362.383,-3532.383,-3671.167,-1290.000,495.667,1.057,-1.247,-0.072,-0.169,98873.000,28.000
25.000,40.000,0.242,4128.800,-33.717,3637.317,2974.183,-2152.933,-3609.367,-3611.700,-1716.817,405.367,1.074,-1.559,-0.118,-0.159,98883.000,28.000
30.000,40.000,0.242,4127.450,-35.283,3396.633,3262.667,-1905.133,-3603.317,-3446.517,-2102.617,321.533,1.092,-1.905,-0.176,-0.148,98889.000,28.000
330.000,45.000,0.243,4156.317,1.850,3460.167,-2310.000,-3665.417,-3474.067,-2981.667,2936.533,-607.583,1.293,1.667,-0.168,-0.075,98894.000,28.000
335.000,45.000,0.243,4155.017,-9.333,3688.350,-1933.250,-3721.150,-3438.367,-3229.833,2615.233,-511.650,1.255,1.359,-0.112,-0.084,98888.000,28.000
340.000,45.000,0.243,4145.050,-19.867,3877.333,-1492.450,-3766.267,-3402.017,-3444.917,2244.567,-404.150,1.223,1.067,-0.064,-0.095,98875.000,28.000
345.000,45.000,0.243,4137.933,-32.267,4018.167,-1003.817,-3816.617,-3398.217,-3635.883,1824.533,-308.650,1.199,0.784,-0.029,-0.106,98858.000,28.000
350.000,45.000,0.243,4137.133,-32.967,4099.967,-470.033,-3757.433,-3387.917,-3789.633,1355.967,-235.767,1.186,0.499,-0.009,-0.114,98857.000,28.000
355.000,45.000,0.243,4138.933,-31.650,4133.650,95.000,-3653.667,-3344.483,-3881.117,860.433,-161.600,1.175,0.209,-0.001,-0.122,98863.000,28.000
0.000,45.000,0.243,4135.950,-33.600,4135.383,638.233,-3546.250,-3341.733,-3969.183,323.867,-146.417,1.172,-0.086,-0.000,-0.123,98858.000,28.000
5.000,45.000,0.242,4128.083,-32.483,4124.233,1153.417,-3425.150,-3377.583,-4024.933,-229.700,-178.783,1.175,-0.378,-0.001,-0.119,98867.000,28.000
10.000,45.000,0.243,4137.900,-33.583,4083.033,1636.167,-3287.217,-3436.317,-4051.767,-786.667,-261.767,1.188,-0.662,-0.013,-0.110,98862.000,28.000
15.000,45.000,0.243,4132.317,-31.433,3967.100,2070.250,-3129.200,-3506.550,-3984.683,-1326.533,-367.850,1.206,-0.945,-0.040,-0.097,98863.000,28.000
20.000,45.000,0.242,4125.750,-33.850,3798.367,2447.267,-2962.450,-3571.533,-3764.717,-1815.167,-487.917,1.231,-1.224,-0.079,-0.084,98872.000,28.000
25.000,45.000,0.242,4129.583,-34.750,3574.200,2778.283,-2790.867,-3662.133,-3659.400,-2279.683,-623.100,1.262,-1.521,-0.133,-0.068,98862.000,28.000
30.000,45.000,0.242,4127.517,-32.167,3305.133,3071.900,-2569.183,-3653.133,-3586.667,-2675.133,-739.200,1.302,-1.850,-0.198,-0.055,98860.667,28.000
