侧滑角α,迎角β,马赫数Ma,来流总压P0,来流静压Ps,P1,P2,P3,P4,P5,P6,P7,α角度系数Kα,β角度系数Kβ,总压系数K0,静压系数Ks,大气压力,大气温度
-30.000,30.000,0.242,4118.450,-32.050,2496.633,3869.000,-796.600,-3341.117,-2900.017,-2749.600,392.200,-5.232,5.711,-0.898,0.130,98890.000,28.000
-25.000,30.000,0.242,4118.100,-35.383,2901.317,3664.933,-964.750,-3382.467,-3329.217,-2310.833,903.633,-3.267,4.120,-0.774,0.129,98878.000,28.000
-20.000,30.000,0.242,4113.517,-31.883,3238.450,3359.083,-1152.500,-3279.367,-3360.767,-1678.950,1376.000,-2.255,3.455,-0.660,0.108,98890.500,28.000
-15.000,30.000,0.242,4112.433,-31.183,3495.867,2957.017,-1355.300,-3117.950,-3123.750,-986.967,1768.150,-1.553,3.089,-0.566,0.078,98886.000,28.000
-10.000,30.000,0.242,4112.000,-30.517,3663.100,2465.133,-1603.717,-2943.967,-2823.550,-274.267,2055.883,-0.990,2.863,-0.496,0.054,98888.000,28.000
-5.000,30.000,0.242,4111.983,-34.300,3749.033,1900.517,-1868.900,-2841.850,-2565.117,415.183,2227.750,-0.518,2.735,-0.454,0.040,98879.000,28.000
0.000,30.000,0.242,4118.000,-35.050,3778.033,1289.283,-2100.033,-2777.467,-2319.217,1076.533,2293.650,-0.101,2.686,-0.439,0.034,98884.000,28.000
5.000,30.000,0.242,4113.000,-33.517,3761.983,638.933,-2367.783,-2827.167,-2084.367,1696.867,2240.283,0.318,2.731,-0.452,0.039,98885.000,28.000
10.000,30.000,0.242,4113.233,-32.167,3683.483,-56.700,-2659.567,-2959.033,-1858.283,2274.950,2076.633,0.773,2.853,-0.491,0.056,98885.000,28.000
15.000,30.000,0.242,4118.700,-29.283,3540.283,-739.283,-2920.883,-3122.617,-1652.067,2779.200,1806.317,1.280,3.079,-0.557,0.078,98886.000,28.000
20.000,30.000,0.242,4121.883,-19.917,3324.033,-1374.500,-3203.700,-3278.983,-1452.350,3216.400,1434.650,1.931,3.464,-0.649,0.107,98898.000,28.000
25.000,30.000,0.242,4124.350,5.800,3027.550,-1947.317,-3195.200,-3255.950,-1224.217,3561.700,999.833,2.869,4.119,-0.759,0.124,98923.000,28.000
30.000,30.000,0.243,4133.617,10.200,2653.917,-2434.867,-3002.717,-3302.050,-1107.167,3805.083,463.267,4.570,5.640,-0.890,0.139,98925.333,28.000
