点位编号,滚转角φ,俯仰角θ,来流总压P0,来流静压Ps,P1,P2,P3,P4,P5,P6,P7,大气压力,大气温度,采样次数,Kθ[1],Kφ[1],K0[1],Ks[1],马赫数,速度,标准差,U(Kθ[1]),U(Kφ[1]),U(K0[1]),U(Ks[1]),边界标记
240,350.000,30.000,221.302,-0.030,204.259,120.942,-87.796,-90.831,-101.296,32.880,131.247,99233.334,29.5,10,0.5733,-0.6915,-0.0770,-0.3476,0.0564,19.673,0.3544,,,,,
241,355.000,30.000,216.928,-0.169,202.554,99.899,-96.066,-93.449,-102.711,50.248,128.192,99233.562,29.5,10,0.5833,-0.3895,-0.0662,-0.3466,0.0559,19.484,1.4290,,,,,
242,0.000,35.000,220.768,-0.166,213.275,69.030,-129.636,-113.524,-138.460,57.551,99.947,99233.923,29.5,10,0.7556,-0.0765,-0.0339,-0.2872,0.0564,19.655,0.7959,,,,,
243,5.000,35.000,220.643,-0.117,214.249,43.443,-137.159,-112.001,-138.584,82.144,97.826,99233.919,29.5,10,0.7687,0.2555,-0.0290,-0.2850,0.0564,19.648,0.6653,,,,,
244,10.000,35.000,219.073,-0.130,212.341,16.356,-138.674,-110.970,-134.998,104.328,95.935,99234.172,29.5,10,0.7658,0.5788,-0.0307,-0.2759,0.0562,19.578,1.2301,,,,,
245,15.000,35.000,218.544,-0.176,209.657,-10.105,-137.782,-111.758,-128.196,126.266,95.788,99233.781,29.5,10,0.7512,0.8997,-0.0406,-0.2664,0.0561,19.557,1.7464,,,,,
246,20.000,35.000,220.658,-0.137,206.981,-33.681,-133.376,-111.900,-116.580,148.200,98.161,99235.594,29.5,10,0.7268,1.2148,-0.0619,-0.2600,0.0564,19.649,1.9870,,,,,
247,25.000,35.000,220.180,-0.132,201.193,-57.954,-131.344,-116.735,-107.712,163.368,95.489,99232.859,29.5,10,0.7119,1.4905,-0.0862,-0.2398,0.0563,19.628,0.8747,,,,,
308,330.000,35.000,221.504,-0.034,186.895,181.859,-94.715,-134.852,-146.062,-95.402,93.105,99225.773,29.8,10,0.6528,-1.9299,-0.1562,-0.1953,0.0565,19.692,0.6841,,,,,
309,335.000,35.000,218.569,-0.056,194.690,167.115,-109.863,-129.628,-148.350,-73.558,91.232,99226.484,29.8,10,0.6995,-1.6271,-0.1092,-0.2142,0.0561,19.563,0.7538,,,,,
310,340.000,35.000,219.651,-0.099,203.013,153.515,-117.294,-121.779,-145.876,-47.882,93.980,99226.867,29.8,10,0.7259,-1.3409,-0.0757,-0.2408,0.0562,19.613,0.5059,,,,,
311,345.000,35.000,220.709,-0.037,207.362,136.721,-124.678,-117.937,-144.023,-22.340,96.809,99227.594,29.8,10,0.7362,-1.0592,-0.0605,-0.2592,0.0564,19.658,0.5453,,,,,
312,350.000,35.000,219.416,-0.061,210.122,114.583,-134.078,-118.757,-145.466,2.392,94.863,99226.970,29.8,10,0.7601,-0.7399,-0.0423,-0.2668,0.0562,19.601,1.2690,,,,,
313,355.000,35.000,220.586,-0.088,212.363,92.386,-137.348,-117.005,-143.401,30.156,96.510,99225.262,29.8,10,0.7668,-0.4119,-0.0373,-0.2781,0.0563,19.655,1.0437,,,,,
314,0.000,40.000,219.876,-0.012,216.082,51.873,-170.982,-135.823,-178.810,35.496,61.265,99227.623,29.8,10,0.8980,-0.0950,-0.0173,-0.1987,0.0562,19.620,1.0443,,,,,
315,5.000,40.000,220.366,-0.048,216.354,21.496,-175.879,-134.055,-180.507,64.058,59.485,99226.834,29.8,10,0.9037,0.2452,-0.0182,-0.1943,0.0563,19.643,0.8347,,,,,
316,10.000,40.000,218.080,-0.067,213.579,-11.656,-175.502,-134.922,-178.358,90.514,56.282,99226.747,29.8,10,0.9032,0.5867,-0.0206,-0.1811,0.0560,19.542,0.4358,,,,,
317,15.000,40.000,220.263,0.005,214.614,-39.557,-170.150,-136.680,-171.389,118.155,57.493,99227.684,29.8,10,0.8962,0.8996,-0.0256,-0.1784,0.0563,19.637,1.0768,,,,,
318,20.000,40.000,219.854,-0.070,210.512,-69.451,-167.111,-143.168,-165.345,139.709,54.142,99227.738,29.8,10,0.8916,1.1926,-0.0425,-0.1601,0.0562,19.622,1.7434,,,,,
319,25.000,40.000,218.381,-0.089,203.200,-98.236,-163.737,-150.303,-155.345,158.546,51.379,99227.123,29.8,10,0.8774,1.4839,-0.0695,-0.1384,0.0561,19.557,0.4906,,,,,
380,330.000,40.000,218.278,-0.060,184.278,178.731,-142.514,-166.952,-181.875,-139.844,47.747,99231.562,30.1,10,0.8283,-1.9327,-0.1557,-0.0893,0.0560,19.558,2.3268,,,,,
381,335.000,40.000,219.760,0.024,196.216,167.581,-151.722,-157.277,-181.230,-114.876,50.725,99229.695,30.1,10,0.8565,-1.6628,-0.1071,-0.1198,0.0562,19.621,0.9611,,,,,
382,340.000,40.000,221.040,0.016,206.390,151.689,-161.159,-147.046,-181.555,-85.241,53.369,99231.062,30.1,10,0.8837,-1.3682,-0.0663,-0.1502,0.0564,19.678,0.9604,,,,,
383,345.000,40.000,219.744,-0.034,211.705,130.800,-171.488,-142.378,-183.014,-57.236,54.036,99229.328,30.1,10,0.9014,-1.0750,-0.0366,-0.1675,0.0562,19.623,1.2283,,,,,
384,350.000,40.000,216.466,-0.014,211.959,104.948,-179.820,-142.295,-183.870,-29.680,53.974,99230.538,30.1,10,0.9063,-0.7723,-0.0208,-0.1739,0.0558,19.475,1.3137,,,,,
385,355.000,40.000,218.267,0.055,214.613,79.556,-181.071,-139.759,-181.707,3.074,57.917,99230.670,30.1,10,0.9042,-0.4413,-0.0167,-0.1891,0.0560,19.553,0.5748,,,,,
386,0.000,45.000,218.958,0.182,217.275,35.826,-205.364,-151.361,-209.553,12.996,23.857,99231.092,30.1,10,1.0029,-0.1184,-0.0077,-0.1107,0.0561,19.578,0.8598,,,,,
387,5.000,45.000,220.818,0.081,218.642,1.840,-203.023,-148.676,-210.570,47.953,23.080,99233.061,30.1,10,1.0094,0.2380,-0.0099,-0.1124,0.0563,19.666,0.9338,,,,,
388,10.000,45.000,220.549,0.031,217.959,-34.291,-198.647,-152.354,-213.048,76.610,17.755,99231.844,30.1,10,1.0173,0.5635,-0.0117,-0.0958,0.0563,19.656,0.9284,,,,,
389,15.000,45.000,221.492,0.106,217.501,-67.435,-192.265,-156.431,-209.545,106.463,16.469,99232.484,30.1,10,1.0154,0.8783,-0.0180,-0.0877,0.0564,19.695,0.6602,,,,,
390,20.000,45.000,218.327,0.155,210.088,-102.457,-188.614,-165.343,-203.904,130.333,12.683,99233.672,30.1,10,1.0064,1.1868,-0.0378,-0.0632,0.0560,19.551,0.8728,,,,,
391,25.000,45.000,220.212,0.084,205.155,-132.586,-183.889,-172.604,-196.551,151.061,6.968,99233.703,30.1,10,1.0116,1.4478,-0.0684,-0.0416,0.0563,19.639,1.2097,,,,,
452,330.000,45.000,217.325,0.042,182.748,174.231,-190.070,-189.856,-208.157,-180.755,-2.079,99228.477,30.3,10,0.9936,-1.9084,-0.1591,0.0152,0.0559,19.518,0.8930,,,,,
453,335.000,45.000,219.850,0.094,196.448,163.003,-198.074,-178.284,-207.294,-153.173,3.277,99229.031,30.3,10,1.0085,-1.6508,-0.1065,-0.0219,0.0562,19.629,0.3344,,,,,
454,340.000,45.000,220.157,0.270,205.370,145.851,-205.549,-167.827,-208.018,-124.303,6.534,99230.414,30.3,10,1.0218,-1.3883,-0.0672,-0.0478,0.0562,19.634,0.4854,,,,,
455,345.000,45.000,218.574,0.346,211.353,122.240,-214.393,-162.116,-210.826,-92.638,9.090,99228.633,30.3,10,1.0291,-1.0932,-0.0331,-0.0662,0.0560,19.561,0.7799,,,,,
456,350.000,45.000,219.653,0.158,216.624,97.519,-216.975,-156.782,-210.031,-57.555,14.709,99230.267,30.3,10,1.0268,-0.7886,-0.0138,-0.0903,0.0562,19.617,0.7182,,,,,
457,355.000,45.000,218.000,0.289,216.140,65.809,-217.881,-155.350,-211.159,-23.748,17.252,99229.055,30.3,10,1.0194,-0.4590,-0.0085,-0.0953,0.0560,19.538,0.6902,,,,,
